Date,ERBS Name,Total LTE Traffic Volume (GB),4G UL PDCP Total Traffic Volume (GB),4G DL PDCP Total Traffic Volume (GB)
11/26/2025,beci,218.07,24,194
11/27/2025,beci,192.36,20,173
11/28/2025,beci,196.47,19,178
11/29/2025,beci,155.39,18,137
11/30/2025,beci,182.99,20,163
12/01/2025,beci,192.91,21,172
12/02/2025,beci,196.69,25,171
12/03/2025,beci,212.33,23,189
12/04/2025,beci,188.21,21,167
12/05/2025,beci,206.52,23,183
12/06/2025,beci,150.07,18,132
12/07/2025,beci,181.29,20,161
11/03/2025,begraca,182.43,24,159
11/04/2025,begraca,161.68,18,144
11/05/2025,begraca,167.08,20,147
11/06/2025,begraca,148.17,19,129
11/07/2025,begraca,170.73,18,153
11/08/2025,begraca,189.88,22,168
11/09/2025,begraca,219.99,27,193
11/10/2025,begraca,179.84,24,156
11/11/2025,begraca,217.84,27,191
11/12/2025,begraca,177.88,24,154
11/13/2025,begraca,178.05,22,156
11/14/2025,begraca,186.94,24,163
11/15/2025,begraca,180.22,22,158
11/16/2025,begraca,147.72,17,130
11/17/2025,begraca,174.39,21,153
11/18/2025,begraca,172.42,20,152
11/19/2025,begraca,178.36,21,157
11/20/2025,begraca,180.59,22,158
11/21/2025,begraca,217.97,27,191
11/22/2025,begraca,191.38,22,169
11/23/2025,begraca,177.77,20,158
11/24/2025,begraca,164.13,19,145
11/25/2025,begraca,163.46,19,144
11/26/2025,begraca,198.78,26,173
11/27/2025,begraca,179.17,23,156
11/28/2025,begraca,177.78,21,157
11/29/2025,begraca,168.55,18,150
11/30/2025,begraca,175.77,22,153
12/01/2025,begraca,157.99,20,138
12/02/2025,begraca,154.49,21,134
12/03/2025,begraca,157.91,21,137
12/04/2025,begraca,162.52,21,142
12/05/2025,begraca,211.36,28,183
12/06/2025,begraca,181.06,21,160
12/07/2025,begraca,160.9,19,142
11/03/2025,bellanica,105.77,13,93
11/04/2025,bellanica,102.91,10,93
11/05/2025,bellanica,79.3,9,70
11/06/2025,bellanica,107.7,12,96
11/07/2025,bellanica,115.48,12,103
11/08/2025,bellanica,120.75,14,107
11/09/2025,bellanica,125.37,14,111
11/10/2025,bellanica,103.84,13,90
11/11/2025,bellanica,103.21,11,92
11/12/2025,bellanica,104.38,12,93
11/13/2025,bellanica,104.49,13,92
11/14/2025,bellanica,122.94,13,110
11/15/2025,bellanica,123.4,14,110
11/16/2025,bellanica,120.81,14,107
11/17/2025,bellanica,111.52,12,99
11/18/2025,bellanica,118.06,14,104
11/19/2025,bellanica,101.83,11,91
11/20/2025,bellanica,101.22,11,90
11/21/2025,bellanica,113.44,11,102
11/22/2025,bellanica,131.38,14,118
11/23/2025,bellanica,130.26,14,116
11/24/2025,bellanica,108.34,13,96
11/25/2025,bellanica,113.05,13,100
11/26/2025,bellanica,132.45,15,118
11/27/2025,bellanica,159.43,16,143
11/28/2025,bellanica,191.39,17,174
11/29/2025,bellanica,143.04,14,129
11/30/2025,bellanica,171.15,18,153
12/01/2025,bellanica,144.57,13,131
12/02/2025,bellanica,118.1,13,105
12/03/2025,bellanica,160.63,15,146
12/04/2025,bellanica,163.93,15,149
12/05/2025,bellanica,161.99,15,147
12/06/2025,bellanica,186.47,15,171
12/07/2025,bellanica,203.13,18,185
11/03/2025,belleja,4.6,1,4
11/04/2025,belleja,6.34,2,5
11/05/2025,belleja,3.72,0,3
11/06/2025,belleja,10.31,1,9
11/07/2025,belleja,7.23,1,6
11/08/2025,belleja,19.8,2,18
11/09/2025,belleja,14.62,3,12
11/10/2025,belleja,19.02,1,18
11/11/2025,belleja,9.23,1,8
11/12/2025,belleja,6.83,1,6
11/13/2025,belleja,6.42,1,5
11/14/2025,belleja,9.16,2,8
11/15/2025,belleja,7.45,2,6
11/16/2025,belleja,23.7,3,20
11/17/2025,belleja,2.79,0,2
11/18/2025,belleja,2.18,0,2
11/19/2025,belleja,3.89,0,4
11/20/2025,belleja,13.38,1,12
11/21/2025,belleja,8.27,1,7
11/22/2025,belleja,19.4,2,17
11/23/2025,belleja,16.03,2,14
11/24/2025,belleja,4.48,1,4
11/25/2025,belleja,2.64,1,2
11/26/2025,belleja,7.93,2,6
11/27/2025,belleja,2.98,0,3
11/28/2025,belleja,9.77,2,8
11/29/2025,belleja,23.54,4,20
11/30/2025,belleja,15.11,2,13
12/01/2025,belleja,3.34,1,3
12/02/2025,belleja,3.64,1,3
12/03/2025,belleja,4.61,1,4
12/04/2025,belleja,2.7,0,2
12/05/2025,belleja,3.72,1,3
12/06/2025,belleja,5.03,1,4
12/07/2025,belleja,18.24,3,15
11/03/2025,bellopoja,232.13,24,209
11/04/2025,bellopoja,229.47,23,207
11/05/2025,bellopoja,221.31,23,198
11/06/2025,bellopoja,225.57,22,203
11/07/2025,bellopoja,221.28,21,200
11/08/2025,bellopoja,237.2,26,211
11/09/2025,bellopoja,258.27,26,232
11/10/2025,bellopoja,229.27,23,206
11/11/2025,bellopoja,229.98,26,204
11/12/2025,bellopoja,232,27,205
11/13/2025,bellopoja,229.31,24,206
11/14/2025,bellopoja,250.36,28,223
11/15/2025,bellopoja,315.27,34,281
11/16/2025,bellopoja,280.95,27,254
11/17/2025,bellopoja,264.53,25,239
11/18/2025,bellopoja,255.05,23,232
11/19/2025,bellopoja,269.69,25,245
11/20/2025,bellopoja,248.99,25,224
11/21/2025,bellopoja,246.23,38,209
11/22/2025,bellopoja,216.9,23,194
11/23/2025,bellopoja,260.31,29,231
11/24/2025,bellopoja,224.61,21,204
11/25/2025,bellopoja,208.67,20,188
11/26/2025,bellopoja,225.99,24,202
11/27/2025,bellopoja,250.92,24,227
11/28/2025,bellopoja,274.08,29,245
11/29/2025,bellopoja,260.87,28,233
11/30/2025,bellopoja,253.54,26,227
12/01/2025,bellopoja,218.47,23,196
12/02/2025,bellopoja,237.62,24,213
12/03/2025,bellopoja,228.71,23,206
12/04/2025,bellopoja,323.57,33,291
12/05/2025,bellopoja,274.39,25,249
12/06/2025,bellopoja,268.23,24,244
12/07/2025,bellopoja,363.18,32,331
11/03/2025,belluqa,33.91,26,8
11/04/2025,belluqa,40.15,25,15
11/05/2025,belluqa,29.96,20,10
11/06/2025,belluqa,20.5,10,10
11/07/2025,belluqa,45.86,32,14
11/08/2025,belluqa,38.59,28,11
11/09/2025,belluqa,38.56,30,9
11/10/2025,belluqa,51.34,39,13
11/11/2025,belluqa,42.84,28,15
11/12/2025,belluqa,46.54,29,17
11/13/2025,belluqa,43.51,33,11
11/14/2025,belluqa,42.66,31,11
11/15/2025,belluqa,43.55,32,11
11/16/2025,belluqa,57.25,41,16
11/17/2025,belluqa,39.55,28,12
11/18/2025,belluqa,36.79,24,12
11/19/2025,belluqa,44.1,28,17
11/20/2025,belluqa,40.97,28,13
11/21/2025,belluqa,37.8,29,9
11/22/2025,belluqa,35.46,31,5
11/23/2025,belluqa,49.9,33,17
11/24/2025,belluqa,38.35,25,13
11/25/2025,belluqa,49.22,37,12
11/26/2025,belluqa,40.54,30,11
11/27/2025,belluqa,39.57,27,12
11/28/2025,belluqa,44.3,29,15
11/29/2025,belluqa,72.49,58,14
11/30/2025,belluqa,41.31,31,10
12/01/2025,belluqa,51.21,39,13
12/02/2025,belluqa,51.59,30,21
12/03/2025,belluqa,41.43,35,6
12/04/2025,belluqa,39.94,30,10
12/05/2025,belluqa,46.95,34,13
12/06/2025,belluqa,59.05,36,23
12/07/2025,belluqa,78.6,62,17
11/03/2025,bernjaku2,5.2,0,5
11/04/2025,bernjaku2,4.77,0,4
11/05/2025,bernjaku2,4.13,0,4
11/06/2025,bernjaku2,2.76,0,3
11/07/2025,bernjaku2,3.11,0,3
11/08/2025,bernjaku2,6.49,1,6
11/09/2025,bernjaku2,8.91,1,8
11/10/2025,bernjaku2,3.6,0,3
11/11/2025,bernjaku2,5.38,1,4
11/12/2025,bernjaku2,4.51,1,4
11/13/2025,bernjaku2,8.67,1,8
11/14/2025,bernjaku2,11.83,1,11
11/15/2025,bernjaku2,14.01,1,13
11/16/2025,bernjaku2,5.27,0,5
11/17/2025,bernjaku2,5.27,0,5
11/18/2025,bernjaku2,5.58,0,5
11/19/2025,bernjaku2,9.35,1,8
11/20/2025,bernjaku2,7.65,1,7
11/21/2025,bernjaku2,8.08,1,7
11/22/2025,bernjaku2,5.28,0,5
11/23/2025,bernjaku2,9.3,1,9
11/24/2025,bernjaku2,6.47,1,6
11/25/2025,bernjaku2,3.17,0,3
11/26/2025,bernjaku2,3.32,0,3
11/27/2025,bernjaku2,3.06,0,3
11/28/2025,bernjaku2,4.48,1,4
11/29/2025,bernjaku2,3.06,1,2
11/30/2025,bernjaku2,7.24,0,7
12/01/2025,bernjaku2,2.35,0,2
12/02/2025,bernjaku2,4.14,1,4
12/03/2025,bernjaku2,4.01,0,4
12/04/2025,bernjaku2,3.54,0,3
12/05/2025,bernjaku2,6.09,0,6
12/06/2025,bernjaku2,7.81,1,7
12/07/2025,bernjaku2,5.51,1,5
11/03/2025,bes_kerpimehi,269.9,32,238
11/04/2025,bes_kerpimehi,263.81,30,234
11/05/2025,bes_kerpimehi,257.36,30,227
11/06/2025,bes_kerpimehi,245.62,29,216
11/07/2025,bes_kerpimehi,258.98,29,230
11/08/2025,bes_kerpimehi,278.38,32,246
11/09/2025,bes_kerpimehi,274.17,33,241
11/10/2025,bes_kerpimehi,261.24,28,234
11/11/2025,bes_kerpimehi,240.33,29,211
11/12/2025,bes_kerpimehi,244.77,30,215
11/13/2025,bes_kerpimehi,248,28,220
11/14/2025,bes_kerpimehi,264.09,28,236
11/15/2025,bes_kerpimehi,278.95,31,248
11/16/2025,bes_kerpimehi,234.04,27,208
11/17/2025,bes_kerpimehi,298.35,32,267
11/18/2025,bes_kerpimehi,328.93,41,288
11/19/2025,bes_kerpimehi,262.42,30,233
11/20/2025,bes_kerpimehi,289.02,36,253
11/21/2025,bes_kerpimehi,260.85,31,230
11/22/2025,bes_kerpimehi,273.45,34,239
11/23/2025,bes_kerpimehi,245.05,29,216
11/24/2025,bes_kerpimehi,246.14,43,203
11/25/2025,bes_kerpimehi,224.51,31,194
11/26/2025,bes_kerpimehi,250.06,28,222
11/27/2025,bes_kerpimehi,258.97,29,230
11/28/2025,bes_kerpimehi,238.51,25,213
11/29/2025,bes_kerpimehi,265.37,30,235
11/30/2025,bes_kerpimehi,260.89,29,232
12/01/2025,bes_kerpimehi,254.84,28,227
12/02/2025,bes_kerpimehi,238.55,26,212
12/03/2025,bes_kerpimehi,282.78,34,249
12/04/2025,bes_kerpimehi,383.31,41,342
12/05/2025,bes_kerpimehi,283.21,33,250
12/06/2025,bes_kerpimehi,298.63,33,265
12/07/2025,bes_kerpimehi,246.96,30,217
11/03/2025,bes_merdare,439.99,50,390
11/04/2025,bes_merdare,422.4,55,367
11/05/2025,bes_merdare,358.35,45,313
11/06/2025,bes_merdare,406.68,52,355
11/07/2025,bes_merdare,430.51,45,385
11/08/2025,bes_merdare,502.64,57,445
11/09/2025,bes_merdare,487.43,54,434
11/10/2025,bes_merdare,457.74,51,406
11/11/2025,bes_merdare,412.41,44,368
11/12/2025,bes_merdare,379.24,47,333
11/13/2025,bes_merdare,396.05,43,353
11/14/2025,bes_merdare,411.61,48,364
11/15/2025,bes_merdare,420.84,49,372
11/16/2025,bes_merdare,382.35,43,339
11/17/2025,bes_merdare,418.64,47,372
11/18/2025,bes_merdare,469.79,48,422
11/19/2025,bes_merdare,405.58,43,363
11/20/2025,bes_merdare,444.61,50,395
11/21/2025,bes_merdare,417.53,48,370
11/22/2025,bes_merdare,447.97,49,399
11/23/2025,bes_merdare,412.21,45,367
11/24/2025,bes_merdare,363.45,45,319
11/25/2025,bes_merdare,369.13,43,326
11/26/2025,bes_merdare,393.64,44,350
11/27/2025,bes_merdare,410.54,49,361
11/28/2025,bes_merdare,478.22,56,422
11/29/2025,bes_merdare,448.8,52,397
11/30/2025,bes_merdare,416.79,51,366
12/01/2025,bes_merdare,408.61,53,355
12/02/2025,bes_merdare,384.49,48,337
12/03/2025,bes_merdare,419.1,49,370
12/04/2025,bes_merdare,493.72,55,439
12/05/2025,bes_merdare,479.88,55,424
12/06/2025,bes_merdare,553.76,62,492
12/07/2025,bes_merdare,493.87,59,435
11/03/2025,bes_ptk,541.95,68,474
11/04/2025,bes_ptk,512.76,62,451
11/05/2025,bes_ptk,500.24,57,443
11/06/2025,bes_ptk,543.56,64,480
11/07/2025,bes_ptk,580.44,65,515
11/08/2025,bes_ptk,525.96,62,464
11/09/2025,bes_ptk,342.47,39,304
11/10/2025,bes_ptk,577.56,68,509
11/11/2025,bes_ptk,530.67,59,472
11/12/2025,bes_ptk,526.66,65,462
11/13/2025,bes_ptk,553.17,65,488
11/14/2025,bes_ptk,590.04,68,522
11/15/2025,bes_ptk,548.46,58,491
11/16/2025,bes_ptk,301.34,32,269
11/17/2025,bes_ptk,559.22,61,498
11/18/2025,bes_ptk,535.85,57,479
11/19/2025,bes_ptk,586.35,68,518
11/20/2025,bes_ptk,569.02,66,503
11/21/2025,bes_ptk,571.36,68,504
11/22/2025,bes_ptk,493.62,54,439
11/23/2025,bes_ptk,301.45,30,272
11/24/2025,bes_ptk,537.75,59,478
11/25/2025,bes_ptk,563.4,64,499
11/26/2025,bes_ptk,601.3,73,529
11/27/2025,bes_ptk,606.48,67,539
11/28/2025,bes_ptk,452.23,54,398
11/29/2025,bes_ptk,484,53,431
11/30/2025,bes_ptk,304.43,35,270
12/01/2025,bes_ptk,578.38,69,509
12/02/2025,bes_ptk,533.39,61,472
12/03/2025,bes_ptk,562.5,63,499
12/04/2025,bes_ptk,617.13,68,549
12/05/2025,bes_ptk,608.52,67,541
12/06/2025,bes_ptk,541.98,56,486
12/07/2025,bes_ptk,342.12,35,307
11/03/2025,bes_qendra,582.34,66,517
11/04/2025,bes_qendra,584.99,68,517
11/05/2025,bes_qendra,556.47,63,493
11/06/2025,bes_qendra,587.25,66,522
11/07/2025,bes_qendra,601.84,70,532
11/08/2025,bes_qendra,584.26,64,521
11/09/2025,bes_qendra,442.88,53,390
11/10/2025,bes_qendra,581.24,68,513
11/11/2025,bes_qendra,550.01,63,487
11/12/2025,bes_qendra,545.62,65,481
11/13/2025,bes_qendra,582.09,65,517
11/14/2025,bes_qendra,612.54,73,540
11/15/2025,bes_qendra,620.35,67,553
11/16/2025,bes_qendra,358.15,37,321
11/17/2025,bes_qendra,597.55,62,536
11/18/2025,bes_qendra,657.5,67,590
11/19/2025,bes_qendra,587.73,71,517
11/20/2025,bes_qendra,634.73,66,568
11/21/2025,bes_qendra,588.1,63,525
11/22/2025,bes_qendra,525.87,52,474
11/23/2025,bes_qendra,405.73,45,361
11/24/2025,bes_qendra,574.29,64,510
11/25/2025,bes_qendra,599.45,66,533
11/26/2025,bes_qendra,621.89,69,553
11/27/2025,bes_qendra,643.16,77,566
11/28/2025,bes_qendra,522.4,68,454
11/29/2025,bes_qendra,543.85,67,477
11/30/2025,bes_qendra,431.12,46,385
12/01/2025,bes_qendra,564.02,68,496
12/02/2025,bes_qendra,556.42,63,494
12/03/2025,bes_qendra,601.42,66,536
12/04/2025,bes_qendra,764.41,84,681
12/05/2025,bes_qendra,682.59,77,606
12/06/2025,bes_qendra,652.08,71,581
12/07/2025,bes_qendra,439.29,50,389
11/03/2025,bes_sh_teknike,356.88,45,312
11/04/2025,bes_sh_teknike,337.87,45,293
11/05/2025,bes_sh_teknike,328.28,43,285
11/06/2025,bes_sh_teknike,330.33,38,293
11/07/2025,bes_sh_teknike,355.89,40,316
11/08/2025,bes_sh_teknike,197.02,23,174
11/09/2025,bes_sh_teknike,204.15,21,183
11/10/2025,bes_sh_teknike,327.17,40,287
11/11/2025,bes_sh_teknike,339.04,43,296
11/12/2025,bes_sh_teknike,339.55,43,297
11/13/2025,bes_sh_teknike,389.69,52,337
11/14/2025,bes_sh_teknike,361.84,46,315
11/15/2025,bes_sh_teknike,207.18,23,184
11/16/2025,bes_sh_teknike,148.42,18,130
11/17/2025,bes_sh_teknike,341.14,38,303
11/18/2025,bes_sh_teknike,453.19,48,405
11/19/2025,bes_sh_teknike,384.53,44,341
11/20/2025,bes_sh_teknike,473.01,50,423
11/21/2025,bes_sh_teknike,357.53,40,318
11/22/2025,bes_sh_teknike,189.06,26,164
11/23/2025,bes_sh_teknike,198.16,22,176
11/24/2025,bes_sh_teknike,339.64,42,298
11/25/2025,bes_sh_teknike,339.24,40,299
11/26/2025,bes_sh_teknike,349.68,42,308
11/27/2025,bes_sh_teknike,337,41,296
11/28/2025,bes_sh_teknike,187.76,26,162
11/29/2025,bes_sh_teknike,195.08,26,169
11/30/2025,bes_sh_teknike,217.03,27,190
12/01/2025,bes_sh_teknike,333.41,41,292
12/02/2025,bes_sh_teknike,351.21,40,311
12/03/2025,bes_sh_teknike,347.42,42,306
12/04/2025,bes_sh_teknike,494.19,54,440
12/05/2025,bes_sh_teknike,422.77,45,378
12/06/2025,bes_sh_teknike,234.42,27,208
12/07/2025,bes_sh_teknike,202.48,23,179
11/03/2025,bes_tabet,332.7,39,294
11/04/2025,bes_tabet,329.33,38,292
11/05/2025,bes_tabet,307.85,38,270
11/06/2025,bes_tabet,323.21,42,282
11/07/2025,bes_tabet,348.87,44,305
11/08/2025,bes_tabet,390.23,45,345
11/09/2025,bes_tabet,371.04,41,330
11/10/2025,bes_tabet,343.25,44,300
11/11/2025,bes_tabet,335.24,38,297
11/12/2025,bes_tabet,341.1,40,301
11/13/2025,bes_tabet,348.36,43,305
11/14/2025,bes_tabet,356.86,43,314
11/15/2025,bes_tabet,412.1,47,365
11/16/2025,bes_tabet,319.87,38,282
11/17/2025,bes_tabet,359.68,43,316
11/18/2025,bes_tabet,394.67,47,348
11/19/2025,bes_tabet,369.86,44,326
11/20/2025,bes_tabet,384.8,45,339
11/21/2025,bes_tabet,381.74,46,336
11/22/2025,bes_tabet,413.26,47,367
11/23/2025,bes_tabet,375.66,43,333
11/24/2025,bes_tabet,360.36,42,319
11/25/2025,bes_tabet,360.97,47,314
11/26/2025,bes_tabet,356.02,41,315
11/27/2025,bes_tabet,411.67,50,361
11/28/2025,bes_tabet,379.64,45,335
11/29/2025,bes_tabet,401.11,45,356
11/30/2025,bes_tabet,366.36,40,326
12/01/2025,bes_tabet,381.57,50,331
12/02/2025,bes_tabet,336.03,42,294
12/03/2025,bes_tabet,333.26,41,293
12/04/2025,bes_tabet,467.25,52,415
12/05/2025,bes_tabet,397.02,42,355
12/06/2025,bes_tabet,463.98,50,414
12/07/2025,bes_tabet,436.94,47,390
11/03/2025,bes_tjegullorja,246.92,31,216
11/04/2025,bes_tjegullorja,252.46,30,222
11/05/2025,bes_tjegullorja,227.34,28,199
11/06/2025,bes_tjegullorja,266.46,34,233
11/07/2025,bes_tjegullorja,272.57,33,239
11/08/2025,bes_tjegullorja,304.78,35,270
11/09/2025,bes_tjegullorja,267.93,31,237
11/10/2025,bes_tjegullorja,270,33,237
11/11/2025,bes_tjegullorja,256.95,30,227
11/12/2025,bes_tjegullorja,251.64,33,219
11/13/2025,bes_tjegullorja,250.53,32,218
11/14/2025,bes_tjegullorja,251.81,32,220
11/15/2025,bes_tjegullorja,270.54,33,238
11/16/2025,bes_tjegullorja,228.24,29,199
11/17/2025,bes_tjegullorja,275.45,33,242
11/18/2025,bes_tjegullorja,265.08,30,235
11/19/2025,bes_tjegullorja,267.94,30,238
11/20/2025,bes_tjegullorja,257.23,29,229
11/21/2025,bes_tjegullorja,255.53,32,224
11/22/2025,bes_tjegullorja,263.06,30,233
11/23/2025,bes_tjegullorja,224.68,26,198
11/24/2025,bes_tjegullorja,245.87,31,215
11/25/2025,bes_tjegullorja,235,31,204
11/26/2025,bes_tjegullorja,247.24,30,217
11/27/2025,bes_tjegullorja,267.82,34,234
11/28/2025,bes_tjegullorja,258.07,34,224
11/29/2025,bes_tjegullorja,273.36,34,240
11/30/2025,bes_tjegullorja,244.54,28,216
12/01/2025,bes_tjegullorja,254.96,33,222
12/02/2025,bes_tjegullorja,245.14,30,215
12/03/2025,bes_tjegullorja,256.62,33,224
12/04/2025,bes_tjegullorja,360.73,40,321
12/05/2025,bes_tjegullorja,294.51,33,262
12/06/2025,bes_tjegullorja,327.49,38,290
12/07/2025,bes_tjegullorja,263.32,34,229
11/03/2025,bes_zahiri,445.29,53,392
11/04/2025,bes_zahiri,452.52,57,396
11/05/2025,bes_zahiri,433.14,56,377
11/06/2025,bes_zahiri,427.16,52,375
11/07/2025,bes_zahiri,471.48,53,418
11/08/2025,bes_zahiri,540.23,64,476
11/09/2025,bes_zahiri,458.46,51,408
11/10/2025,bes_zahiri,448.59,55,393
11/11/2025,bes_zahiri,441,53,388
11/12/2025,bes_zahiri,435.88,56,380
11/13/2025,bes_zahiri,454.99,53,402
11/14/2025,bes_zahiri,483.3,56,427
11/15/2025,bes_zahiri,514.11,60,454
11/16/2025,bes_zahiri,446.41,52,395
11/17/2025,bes_zahiri,486.34,57,429
11/18/2025,bes_zahiri,469.45,52,417
11/19/2025,bes_zahiri,494.7,58,436
11/20/2025,bes_zahiri,479.38,56,424
11/21/2025,bes_zahiri,490.95,58,433
11/22/2025,bes_zahiri,574.73,67,507
11/23/2025,bes_zahiri,525.5,55,471
11/24/2025,bes_zahiri,438.11,53,385
11/25/2025,bes_zahiri,454.48,54,401
11/26/2025,bes_zahiri,471.47,52,419
11/27/2025,bes_zahiri,500.53,59,441
11/28/2025,bes_zahiri,752.3,123,629
11/29/2025,bes_zahiri,572.92,67,505
11/30/2025,bes_zahiri,545.88,64,482
12/01/2025,bes_zahiri,495.14,62,433
12/02/2025,bes_zahiri,444.16,54,390
12/03/2025,bes_zahiri,505.44,65,441
12/04/2025,bes_zahiri,596.19,67,530
12/05/2025,bes_zahiri,542.71,66,476
12/06/2025,bes_zahiri,633.51,71,562
12/07/2025,bes_zahiri,565.24,71,495
11/03/2025,blaqi,80.54,10,71
11/04/2025,blaqi,60.77,7,54
11/05/2025,blaqi,40.82,4,37
11/06/2025,blaqi,63.85,7,57
11/07/2025,blaqi,58.09,5,53
11/08/2025,blaqi,83.71,7,76
11/09/2025,blaqi,103.34,11,93
11/10/2025,blaqi,63.72,7,57
11/11/2025,blaqi,64.8,5,60
11/12/2025,blaqi,151.44,14,138
11/13/2025,blaqi,73.34,7,66
11/14/2025,blaqi,73.49,8,66
11/15/2025,blaqi,102.33,10,93
11/16/2025,blaqi,107.93,12,96
11/17/2025,blaqi,79.28,8,71
11/18/2025,blaqi,70.68,6,64
11/19/2025,blaqi,89.81,10,80
11/20/2025,blaqi,64.16,7,58
11/21/2025,blaqi,75.81,7,69
11/22/2025,blaqi,88.1,9,79
11/23/2025,blaqi,91.47,11,81
11/24/2025,blaqi,77.84,8,70
11/25/2025,blaqi,81.61,8,74
11/26/2025,blaqi,79.51,7,73
11/27/2025,blaqi,67.58,7,61
11/28/2025,blaqi,92.76,9,84
11/29/2025,blaqi,114.09,11,103
11/30/2025,blaqi,105.92,9,97
12/01/2025,blaqi,61.86,7,55
12/02/2025,blaqi,87.68,9,79
12/03/2025,blaqi,84.4,7,77
12/04/2025,blaqi,63.23,7,56
12/05/2025,blaqi,68.11,6,62
12/06/2025,blaqi,95.15,9,87
12/07/2025,blaqi,100.05,10,90
11/03/2025,bletari,196.78,20,176
11/04/2025,bletari,159.38,18,142
11/05/2025,bletari,151.54,18,133
11/06/2025,bletari,196.36,23,173
11/07/2025,bletari,212.57,19,194
11/08/2025,bletari,210.39,20,191
11/09/2025,bletari,245.27,25,220
11/10/2025,bletari,210.67,20,191
11/11/2025,bletari,182.37,20,162
11/12/2025,bletari,159.74,17,143
11/13/2025,bletari,163.76,18,146
11/14/2025,bletari,171.18,18,153
11/15/2025,bletari,186.78,19,168
11/16/2025,bletari,188.49,21,168
11/17/2025,bletari,161.24,18,143
11/18/2025,bletari,249.34,24,226
11/19/2025,bletari,187.31,20,167
11/20/2025,bletari,208.49,19,189
11/21/2025,bletari,176.29,20,156
11/22/2025,bletari,222.99,25,198
11/23/2025,bletari,233.68,24,210
11/24/2025,bletari,195.4,20,175
11/25/2025,bletari,194.17,21,173
11/26/2025,bletari,201,22,179
11/27/2025,bletari,191.95,20,172
11/28/2025,bletari,311.33,31,280
11/29/2025,bletari,277.4,27,250
11/30/2025,bletari,230.53,23,208
12/01/2025,bletari,165.58,17,148
12/02/2025,bletari,192.45,22,170
12/03/2025,bletari,177.38,20,158
12/04/2025,bletari,158.21,16,142
12/05/2025,bletari,197.03,19,178
12/06/2025,bletari,223.84,23,201
12/07/2025,bletari,217.46,25,193
11/03/2025,bllaca,129.4,15,115
11/04/2025,bllaca,111.39,10,101
11/05/2025,bllaca,104.1,11,93
11/06/2025,bllaca,95.17,12,83
11/07/2025,bllaca,120.06,16,104
11/08/2025,bllaca,133.21,16,117
11/09/2025,bllaca,113.83,12,102
11/10/2025,bllaca,99.91,11,89
11/11/2025,bllaca,94.88,11,84
11/12/2025,bllaca,88.4,11,78
11/13/2025,bllaca,91.77,12,80
11/14/2025,bllaca,115.35,14,102
11/15/2025,bllaca,123.55,13,111
11/16/2025,bllaca,111.2,12,99
11/17/2025,bllaca,90.19,9,81
11/18/2025,bllaca,82.69,8,74
11/19/2025,bllaca,77.97,9,69
11/20/2025,bllaca,105.97,12,94
11/21/2025,bllaca,107.92,12,96
11/22/2025,bllaca,115.82,11,105
11/23/2025,bllaca,94.73,10,84
11/24/2025,bllaca,85.55,10,76
11/25/2025,bllaca,87.93,10,78
11/26/2025,bllaca,96.24,10,86
11/27/2025,bllaca,107.46,12,95
11/28/2025,bllaca,113.25,12,101
11/29/2025,bllaca,105.33,11,94
11/30/2025,bllaca,108.89,11,98
12/01/2025,bllaca,85.64,8,77
12/02/2025,bllaca,85.07,10,75
12/03/2025,bllaca,99.86,10,89
12/04/2025,bllaca,101.77,12,90
12/05/2025,bllaca,104.68,10,94
12/06/2025,bllaca,105.77,10,96
12/07/2025,bllaca,115.05,13,102
11/03/2025,bllata,42.79,5,38
11/04/2025,bllata,38.78,5,34
11/05/2025,bllata,62.76,8,55
11/06/2025,bllata,48.28,5,43
11/07/2025,bllata,59.56,7,52
11/08/2025,bllata,69.63,8,61
11/09/2025,bllata,103.01,15,88
11/10/2025,bllata,65.68,7,58
11/11/2025,bllata,40.93,5,36
11/12/2025,bllata,46.18,5,41
11/13/2025,bllata,53.66,6,47
11/14/2025,bllata,54.42,6,49
11/15/2025,bllata,82.08,11,72
11/16/2025,bllata,93.03,12,82
11/17/2025,bllata,57.24,6,52
11/18/2025,bllata,40.83,5,36
11/19/2025,bllata,41.03,5,36
11/20/2025,bllata,40.03,4,36
11/21/2025,bllata,59.94,6,54
11/22/2025,bllata,86.75,9,78
11/23/2025,bllata,73.37,9,64
11/24/2025,bllata,60.36,6,54
11/25/2025,bllata,65.51,7,58
11/26/2025,bllata,38.58,6,33
11/27/2025,bllata,72,7,65
11/28/2025,bllata,94.38,9,86
11/29/2025,bllata,84.77,9,76
11/30/2025,bllata,72.57,8,65
12/01/2025,bllata,44.23,4,40
12/02/2025,bllata,46.47,4,43
12/03/2025,bllata,65.09,7,58
12/04/2025,bllata,46.39,5,41
12/05/2025,bllata,71.38,6,65
12/06/2025,bllata,89.44,9,81
12/07/2025,bllata,77.06,9,68
11/03/2025,boga,27.23,2,25
11/04/2025,boga,25.75,7,19
11/05/2025,boga,13.84,3,11
11/06/2025,boga,14.18,2,12
11/07/2025,boga,28.23,3,25
11/08/2025,boga,65.11,8,57
11/09/2025,boga,70.68,9,62
11/10/2025,boga,16.59,2,15
11/11/2025,boga,20.18,3,17
11/12/2025,boga,20.3,4,17
11/13/2025,boga,18.51,3,15
11/14/2025,boga,23.24,4,20
11/15/2025,boga,81.88,8,74
11/16/2025,boga,57.08,10,47
