Date,ERBS Name,Total LTE Traffic Volume (GB),4G UL PDCP Total Traffic Volume (GB),4G DL PDCP Total Traffic Volume (GB)
11/20/2025,gajre,133.91,15,119
11/21/2025,gajre,135.33,14,121
11/22/2025,gajre,131.97,14,118
11/23/2025,gajre,156.27,18,138
11/24/2025,gajre,182,18,164
11/25/2025,gajre,135.33,15,120
11/26/2025,gajre,134.08,14,120
11/27/2025,gajre,165.35,16,149
11/28/2025,gajre,128.23,13,115
11/29/2025,gajre,140.93,14,127
11/30/2025,gajre,149.05,15,134
12/01/2025,gajre,141.47,15,127
12/02/2025,gajre,120.55,13,107
12/03/2025,gajre,123.25,12,111
12/04/2025,gajre,276.97,25,252
12/05/2025,gajre,137.01,15,122
12/06/2025,gajre,160.59,16,145
12/07/2025,gajre,165.54,19,147
11/03/2025,galica,18.46,2,16
11/04/2025,galica,11.61,1,11
11/05/2025,galica,13.58,1,12
11/06/2025,galica,13.72,1,13
11/07/2025,galica,14.77,1,14
11/08/2025,galica,20.12,1,19
11/09/2025,galica,22.37,3,19
11/10/2025,galica,26.09,3,23
11/11/2025,galica,24.45,3,21
11/12/2025,galica,13.91,2,12
11/13/2025,galica,13.53,2,12
11/14/2025,galica,14.35,1,13
11/15/2025,galica,35.18,4,31
11/16/2025,galica,33.28,4,29
11/17/2025,galica,33.05,3,30
11/18/2025,galica,12.89,1,12
11/19/2025,galica,16.39,1,15
11/20/2025,galica,13.5,2,12
11/21/2025,galica,20.72,3,18
11/22/2025,galica,30.72,3,28
11/23/2025,galica,30.42,5,26
11/24/2025,galica,13.72,1,12
11/25/2025,galica,25.86,2,23
11/26/2025,galica,25.19,2,23
11/27/2025,galica,17.79,3,15
11/28/2025,galica,39.22,3,36
11/29/2025,galica,2.24,0,2
11/30/2025,galica,23.3,2,21
12/01/2025,galica,24.64,2,23
12/02/2025,galica,19.66,3,17
12/03/2025,galica,38.46,2,36
12/04/2025,galica,19.4,2,18
12/05/2025,galica,15.53,2,14
12/06/2025,galica,16.88,2,15
12/07/2025,galica,28.11,3,26
11/03/2025,gazimestani,328.04,36,292
11/04/2025,gazimestani,332.99,34,299
11/05/2025,gazimestani,296.7,35,262
11/06/2025,gazimestani,318.9,35,284
11/07/2025,gazimestani,404.41,58,346
11/08/2025,gazimestani,346.88,40,307
11/09/2025,gazimestani,344.67,41,304
11/10/2025,gazimestani,343.54,38,306
11/11/2025,gazimestani,313.96,34,280
11/12/2025,gazimestani,350.94,44,307
11/13/2025,gazimestani,343.53,42,302
11/14/2025,gazimestani,336.07,39,297
11/15/2025,gazimestani,399.55,54,346
11/16/2025,gazimestani,268.15,30,238
11/17/2025,gazimestani,310.14,46,265
11/18/2025,gazimestani,352.67,37,316
11/19/2025,gazimestani,350.16,38,312
11/20/2025,gazimestani,347.07,36,311
11/21/2025,gazimestani,370.43,38,332
11/22/2025,gazimestani,339.57,32,308
11/23/2025,gazimestani,280.25,31,249
11/24/2025,gazimestani,294.29,33,261
11/25/2025,gazimestani,331.69,39,293
11/26/2025,gazimestani,422.43,71,351
11/27/2025,gazimestani,346.42,38,308
11/28/2025,gazimestani,294.26,33,261
11/29/2025,gazimestani,308.2,34,274
11/30/2025,gazimestani,282.4,32,250
12/01/2025,gazimestani,358.7,38,320
12/02/2025,gazimestani,340.88,36,305
12/03/2025,gazimestani,371.82,42,330
12/04/2025,gazimestani,358.5,36,322
12/05/2025,gazimestani,351.43,38,313
12/06/2025,gazimestani,427.12,49,378
12/07/2025,gazimestani,297.73,29,269
11/03/2025,gerlica,514.25,54,460
11/04/2025,gerlica,497.49,57,441
11/05/2025,gerlica,648.38,67,582
11/06/2025,gerlica,553.47,57,496
11/07/2025,gerlica,583.48,61,522
11/08/2025,gerlica,593.15,64,529
11/09/2025,gerlica,612.84,65,548
11/10/2025,gerlica,564.54,62,503
11/11/2025,gerlica,585.12,61,524
11/12/2025,gerlica,581.48,63,519
11/13/2025,gerlica,542.52,60,483
11/14/2025,gerlica,533.39,56,478
11/15/2025,gerlica,583.18,60,523
11/16/2025,gerlica,438.52,44,394
11/17/2025,gerlica,539.26,63,477
11/18/2025,gerlica,613.92,65,549
11/19/2025,gerlica,520.34,55,466
11/20/2025,gerlica,522.41,54,469
11/21/2025,gerlica,968.48,102,866
11/22/2025,gerlica,551.71,56,496
11/23/2025,gerlica,466.85,44,423
11/24/2025,gerlica,486.81,54,433
11/25/2025,gerlica,484.7,52,433
11/26/2025,gerlica,573.28,55,518
11/27/2025,gerlica,512.81,51,462
11/28/2025,gerlica,507.28,51,456
11/29/2025,gerlica,464.82,49,416
11/30/2025,gerlica,458.94,45,414
12/01/2025,gerlica,484.48,50,434
12/02/2025,gerlica,519.09,53,466
12/03/2025,gerlica,493.49,53,441
12/04/2025,gerlica,484.55,51,434
12/05/2025,gerlica,981.67,93,889
12/06/2025,gerlica,571.25,56,516
12/07/2025,gerlica,524.28,53,471
11/03/2025,gja_blloku,492.05,60,432
11/04/2025,gja_blloku,464.83,55,410
11/05/2025,gja_blloku,386.35,48,338
11/06/2025,gja_blloku,447.97,51,397
11/07/2025,gja_blloku,460.03,51,409
11/08/2025,gja_blloku,462.19,50,412
11/09/2025,gja_blloku,549.3,58,492
11/10/2025,gja_blloku,569.12,64,506
11/11/2025,gja_blloku,603.81,70,534
11/12/2025,gja_blloku,483.31,57,426
11/13/2025,gja_blloku,126.89,13,114
11/14/2025,gja_blloku,303.35,32,271
11/15/2025,gja_blloku,459.94,47,413
11/16/2025,gja_blloku,351.48,38,313
11/17/2025,gja_blloku,538.46,58,481
11/18/2025,gja_blloku,491.26,50,442
11/19/2025,gja_blloku,499.44,51,449
11/20/2025,gja_blloku,531,59,472
11/21/2025,gja_blloku,504.89,53,452
11/22/2025,gja_blloku,521.23,58,463
11/23/2025,gja_blloku,541.09,54,487
11/24/2025,gja_blloku,536.31,58,478
11/25/2025,gja_blloku,562.33,65,498
11/26/2025,gja_blloku,553.68,63,490
11/27/2025,gja_blloku,475.97,53,423
11/28/2025,gja_blloku,465.08,49,416
11/29/2025,gja_blloku,510.44,55,455
11/30/2025,gja_blloku,452.68,52,401
12/01/2025,gja_blloku,494.49,54,440
12/02/2025,gja_blloku,483.27,59,425
12/03/2025,gja_blloku,503.02,61,442
12/04/2025,gja_blloku,497.18,55,443
12/05/2025,gja_blloku,506.09,55,451
12/06/2025,gja_blloku,521.96,60,462
12/07/2025,gja_blloku,506.23,57,449
11/03/2025,gja_komuna,408.41,52,357
11/04/2025,gja_komuna,381.04,48,333
11/05/2025,gja_komuna,306.89,37,270
11/06/2025,gja_komuna,361.64,46,316
11/07/2025,gja_komuna,396.55,48,348
11/08/2025,gja_komuna,399.03,44,355
11/09/2025,gja_komuna,379.13,35,344
11/10/2025,gja_komuna,364.47,43,322
11/11/2025,gja_komuna,358.21,40,318
11/12/2025,gja_komuna,377.05,53,324
11/13/2025,gja_komuna,376.08,45,331
11/14/2025,gja_komuna,358.95,43,316
11/15/2025,gja_komuna,392.05,43,349
11/16/2025,gja_komuna,299.79,37,263
11/17/2025,gja_komuna,377.66,57,321
11/18/2025,gja_komuna,392.65,41,352
11/19/2025,gja_komuna,340.99,37,304
11/20/2025,gja_komuna,359.13,40,319
11/21/2025,gja_komuna,364.89,39,326
11/22/2025,gja_komuna,372.42,41,332
11/23/2025,gja_komuna,336.5,36,301
11/24/2025,gja_komuna,355.96,43,313
11/25/2025,gja_komuna,370.88,39,331
11/26/2025,gja_komuna,377.43,45,332
11/27/2025,gja_komuna,392.45,44,349
11/28/2025,gja_komuna,436.13,60,377
11/29/2025,gja_komuna,404.05,46,358
11/30/2025,gja_komuna,329.13,34,295
12/01/2025,gja_komuna,345.35,40,306
12/02/2025,gja_komuna,340.19,39,301
12/03/2025,gja_komuna,360.34,42,318
12/04/2025,gja_komuna,346.94,42,305
12/05/2025,gja_komuna,382.89,41,341
12/06/2025,gja_komuna,404.58,47,357
12/07/2025,gja_komuna,402.24,42,361
11/03/2025,gja_modeli,686.63,79,607
11/04/2025,gja_modeli,654.19,74,580
11/05/2025,gja_modeli,498.86,58,441
11/06/2025,gja_modeli,623.33,73,550
11/07/2025,gja_modeli,670.92,80,591
11/08/2025,gja_modeli,727.34,87,641
11/09/2025,gja_modeli,703.21,71,632
11/10/2025,gja_modeli,670.68,75,596
11/11/2025,gja_modeli,628.57,74,555
11/12/2025,gja_modeli,633.01,73,560
11/13/2025,gja_modeli,644.04,73,571
11/14/2025,gja_modeli,654.05,74,580
11/15/2025,gja_modeli,678.19,75,603
11/16/2025,gja_modeli,513.76,50,463
11/17/2025,gja_modeli,627.13,71,556
11/18/2025,gja_modeli,631.2,64,567
11/19/2025,gja_modeli,594.42,62,532
11/20/2025,gja_modeli,629.55,66,563
11/21/2025,gja_modeli,628.91,73,555
11/22/2025,gja_modeli,666.68,69,598
11/23/2025,gja_modeli,615.66,61,555
11/24/2025,gja_modeli,681.11,74,607
11/25/2025,gja_modeli,616.5,66,550
11/26/2025,gja_modeli,679.62,77,603
11/27/2025,gja_modeli,686.81,76,610
11/28/2025,gja_modeli,624.45,72,552
11/29/2025,gja_modeli,696.03,81,615
11/30/2025,gja_modeli,594.29,66,528
12/01/2025,gja_modeli,632.97,74,559
12/02/2025,gja_modeli,640.84,74,567
12/03/2025,gja_modeli,647.45,76,572
12/04/2025,gja_modeli,640.09,73,567
12/05/2025,gja_modeli,637.23,70,567
12/06/2025,gja_modeli,653.94,74,580
12/07/2025,gja_modeli,587.63,63,525
11/03/2025,gja_piskota,568.82,65,504
11/04/2025,gja_piskota,520.5,61,459
11/05/2025,gja_piskota,442.32,54,388
11/06/2025,gja_piskota,638.82,72,567
11/07/2025,gja_piskota,625.91,76,549
11/08/2025,gja_piskota,515.49,62,454
11/09/2025,gja_piskota,498.39,58,440
11/10/2025,gja_piskota,558.89,67,492
11/11/2025,gja_piskota,521.67,60,461
11/12/2025,gja_piskota,521.59,62,459
11/13/2025,gja_piskota,515.78,60,456
11/14/2025,gja_piskota,503.25,59,445
11/15/2025,gja_piskota,591.25,70,521
11/16/2025,gja_piskota,375.92,46,330
11/17/2025,gja_piskota,650.67,73,577
11/18/2025,gja_piskota,525.87,59,467
11/19/2025,gja_piskota,522.63,58,465
11/20/2025,gja_piskota,517.66,60,458
11/21/2025,gja_piskota,562.46,68,495
11/22/2025,gja_piskota,514.55,57,457
11/23/2025,gja_piskota,448.76,53,395
11/24/2025,gja_piskota,548.25,66,483
11/25/2025,gja_piskota,590.61,73,518
11/26/2025,gja_piskota,604.83,76,529
11/27/2025,gja_piskota,637,80,557
11/28/2025,gja_piskota,608.31,85,523
11/29/2025,gja_piskota,512.84,63,450
11/30/2025,gja_piskota,492.32,66,426
12/01/2025,gja_piskota,586.84,77,510
12/02/2025,gja_piskota,528.33,66,463
12/03/2025,gja_piskota,575.55,71,505
12/04/2025,gja_piskota,629.53,70,560
12/05/2025,gja_piskota,651.19,73,578
12/06/2025,gja_piskota,654.79,80,575
12/07/2025,gja_piskota,534.42,69,465
11/03/2025,gja_presidenti,310.72,41,270
11/04/2025,gja_presidenti,354.92,49,306
11/05/2025,gja_presidenti,263.23,36,228
11/06/2025,gja_presidenti,339.59,38,302
11/07/2025,gja_presidenti,328.97,36,293
11/08/2025,gja_presidenti,297.38,30,267
11/09/2025,gja_presidenti,270.41,27,243
11/10/2025,gja_presidenti,322.64,36,287
11/11/2025,gja_presidenti,325.7,40,286
11/12/2025,gja_presidenti,309.31,39,270
11/13/2025,gja_presidenti,322.45,39,284
11/14/2025,gja_presidenti,316.55,35,282
11/15/2025,gja_presidenti,288.28,32,256
11/16/2025,gja_presidenti,200.3,20,180
11/17/2025,gja_presidenti,281.42,32,249
11/18/2025,gja_presidenti,294.3,34,260
11/19/2025,gja_presidenti,281.93,35,247
11/20/2025,gja_presidenti,301.18,34,267
11/21/2025,gja_presidenti,314,40,274
11/22/2025,gja_presidenti,285.25,31,254
11/23/2025,gja_presidenti,215.42,25,191
11/24/2025,gja_presidenti,287.87,33,255
11/25/2025,gja_presidenti,303.29,34,270
11/26/2025,gja_presidenti,302.34,32,270
11/27/2025,gja_presidenti,297.46,34,263
11/28/2025,gja_presidenti,231.38,28,203
11/29/2025,gja_presidenti,259.9,29,231
11/30/2025,gja_presidenti,220.35,27,193
12/01/2025,gja_presidenti,301.34,37,264
12/02/2025,gja_presidenti,293.89,40,253
12/03/2025,gja_presidenti,291.88,36,256
12/04/2025,gja_presidenti,317.38,37,280
12/05/2025,gja_presidenti,318.24,38,280
12/06/2025,gja_presidenti,385.36,41,344
12/07/2025,gja_presidenti,287.02,31,256
11/03/2025,gja_ptk,803.66,98,706
11/04/2025,gja_ptk,811.45,98,714
11/05/2025,gja_ptk,702.98,91,612
11/06/2025,gja_ptk,741.02,88,653
11/07/2025,gja_ptk,784.23,97,687
11/08/2025,gja_ptk,680.97,80,601
11/09/2025,gja_ptk,707.17,85,622
11/10/2025,gja_ptk,767.17,93,674
11/11/2025,gja_ptk,798.16,105,693
11/12/2025,gja_ptk,753.35,94,660
11/13/2025,gja_ptk,781.69,95,686
11/14/2025,gja_ptk,778.7,92,686
11/15/2025,gja_ptk,701.2,86,615
11/16/2025,gja_ptk,465.62,52,414
11/17/2025,gja_ptk,731.2,86,645
11/18/2025,gja_ptk,730.64,79,651
11/19/2025,gja_ptk,725.26,85,640
11/20/2025,gja_ptk,761.02,88,673
11/21/2025,gja_ptk,813.42,110,704
11/22/2025,gja_ptk,738.1,91,647
11/23/2025,gja_ptk,602.85,68,535
11/24/2025,gja_ptk,755.68,93,662
11/25/2025,gja_ptk,790.84,96,695
11/26/2025,gja_ptk,833.74,102,732
11/27/2025,gja_ptk,870.15,114,756
11/28/2025,gja_ptk,814.58,114,701
11/29/2025,gja_ptk,694.71,88,606
11/30/2025,gja_ptk,583.57,62,522
12/01/2025,gja_ptk,769.48,92,677
12/02/2025,gja_ptk,794.08,95,699
12/03/2025,gja_ptk,824.14,94,730
12/04/2025,gja_ptk,816.6,95,722
12/05/2025,gja_ptk,786.22,92,694
12/06/2025,gja_ptk,749.15,94,655
12/07/2025,gja_ptk,697.15,85,612
11/03/2025,gja_qabrati,597.98,75,523
11/04/2025,gja_qabrati,633.3,76,557
11/05/2025,gja_qabrati,467.83,58,409
11/06/2025,gja_qabrati,626.7,76,551
11/07/2025,gja_qabrati,580.83,74,507
11/08/2025,gja_qabrati,587.35,75,512
11/09/2025,gja_qabrati,613.97,77,537
11/10/2025,gja_qabrati,559.47,74,486
11/11/2025,gja_qabrati,604.22,73,531
11/12/2025,gja_qabrati,573.95,73,501
11/13/2025,gja_qabrati,610.14,73,537
11/14/2025,gja_qabrati,584.1,74,510
11/15/2025,gja_qabrati,601.11,69,532
11/16/2025,gja_qabrati,457.76,52,406
11/17/2025,gja_qabrati,676.75,76,601
11/18/2025,gja_qabrati,585.95,65,521
11/19/2025,gja_qabrati,547.97,66,482
11/20/2025,gja_qabrati,597.84,66,532
11/21/2025,gja_qabrati,613.52,69,545
11/22/2025,gja_qabrati,600.45,69,532
11/23/2025,gja_qabrati,527.82,57,470
11/24/2025,gja_qabrati,612.11,74,538
11/25/2025,gja_qabrati,620.15,68,552
11/26/2025,gja_qabrati,589.75,65,525
11/27/2025,gja_qabrati,600.23,70,531
11/28/2025,gja_qabrati,555.42,61,495
11/29/2025,gja_qabrati,672.5,75,597
11/30/2025,gja_qabrati,486.06,54,432
12/01/2025,gja_qabrati,533.52,60,473
12/02/2025,gja_qabrati,535.77,62,473
12/03/2025,gja_qabrati,553.39,66,487
12/04/2025,gja_qabrati,546.46,71,475
12/05/2025,gja_qabrati,572,70,502
12/06/2025,gja_qabrati,608.86,66,543
12/07/2025,gja_qabrati,524.6,56,469
11/03/2025,gja_sefa,243.76,30,214
11/04/2025,gja_sefa,235.37,27,208
11/05/2025,gja_sefa,178.07,20,158
11/06/2025,gja_sefa,227.99,25,203
11/07/2025,gja_sefa,251.33,28,223
11/08/2025,gja_sefa,259.19,29,230
11/09/2025,gja_sefa,268.24,29,240
11/10/2025,gja_sefa,252.75,29,223
11/11/2025,gja_sefa,241.1,30,211
11/12/2025,gja_sefa,227.89,27,201
11/13/2025,gja_sefa,233.26,29,204
11/14/2025,gja_sefa,230.45,26,204
11/15/2025,gja_sefa,237.58,28,209
11/16/2025,gja_sefa,187.38,23,165
11/17/2025,gja_sefa,243.24,28,215
11/18/2025,gja_sefa,245.5,23,222
11/19/2025,gja_sefa,278.46,32,247
11/20/2025,gja_sefa,242.16,29,213
11/21/2025,gja_sefa,241.3,25,216
11/22/2025,gja_sefa,283.62,30,254
11/23/2025,gja_sefa,230.43,22,209
11/24/2025,gja_sefa,239.65,27,212
11/25/2025,gja_sefa,233.82,25,208
11/26/2025,gja_sefa,235.44,26,209
11/27/2025,gja_sefa,223.87,26,198
11/28/2025,gja_sefa,243.88,29,215
11/29/2025,gja_sefa,285.02,35,250
11/30/2025,gja_sefa,214.06,23,191
12/01/2025,gja_sefa,228.02,27,201
12/02/2025,gja_sefa,227.78,27,201
12/03/2025,gja_sefa,243.19,28,215
12/04/2025,gja_sefa,235.11,27,208
12/05/2025,gja_sefa,260.08,29,231
12/06/2025,gja_sefa,268.97,29,240
12/07/2025,gja_sefa,256.6,28,228
11/03/2025,gja_tranziti,228.58,29,199
11/04/2025,gja_tranziti,239.95,32,208
11/05/2025,gja_tranziti,183.49,25,159
11/06/2025,gja_tranziti,220.81,33,188
11/07/2025,gja_tranziti,242.39,33,209
11/08/2025,gja_tranziti,219,27,192
11/09/2025,gja_tranziti,248.91,32,217
11/10/2025,gja_tranziti,271.6,37,235
11/11/2025,gja_tranziti,259.56,37,222
11/12/2025,gja_tranziti,255.01,36,219
11/13/2025,gja_tranziti,260.2,34,227
11/14/2025,gja_tranziti,240.75,32,208
11/15/2025,gja_tranziti,194.46,24,170
11/16/2025,gja_tranziti,187.1,24,163
11/17/2025,gja_tranziti,218.17,30,188
11/18/2025,gja_tranziti,261.43,31,231
11/19/2025,gja_tranziti,256.49,31,225
11/20/2025,gja_tranziti,218.36,27,191
11/21/2025,gja_tranziti,220.41,25,195
11/22/2025,gja_tranziti,187.14,23,164
11/23/2025,gja_tranziti,193.73,24,170
11/24/2025,gja_tranziti,203.63,28,176
11/25/2025,gja_tranziti,213.99,28,186
11/26/2025,gja_tranziti,237.68,28,209
11/27/2025,gja_tranziti,248.9,30,219
11/28/2025,gja_tranziti,188.91,27,162
11/29/2025,gja_tranziti,208.1,31,177
11/30/2025,gja_tranziti,198.68,26,173
12/01/2025,gja_tranziti,234.83,30,205
12/02/2025,gja_tranziti,216.81,28,188
12/03/2025,gja_tranziti,213.01,26,187
12/04/2025,gja_tranziti,280.74,33,248
12/05/2025,gja_tranziti,251.19,31,220
12/06/2025,gja_tranziti,229.87,28,202
12/07/2025,gja_tranziti,264.94,34,231
11/03/2025,gjl_agani,311.68,35,276
11/04/2025,gjl_agani,335.96,35,301
11/05/2025,gjl_agani,322.41,36,287
11/06/2025,gjl_agani,311.48,33,278
11/07/2025,gjl_agani,353.13,34,319
11/08/2025,gjl_agani,329.23,35,294
11/09/2025,gjl_agani,298.19,33,266
11/10/2025,gjl_agani,337.01,40,297
11/11/2025,gjl_agani,304.89,35,270
11/12/2025,gjl_agani,463.88,52,412
11/13/2025,gjl_agani,442.43,52,390
11/14/2025,gjl_agani,330.75,36,295
11/15/2025,gjl_agani,328.42,35,293
11/16/2025,gjl_agani,230.95,26,205
11/17/2025,gjl_agani,314.32,36,278
11/18/2025,gjl_agani,509.37,60,449
11/19/2025,gjl_agani,377.4,41,337
11/20/2025,gjl_agani,483.21,69,414
11/21/2025,gjl_agani,355.03,38,317
11/22/2025,gjl_agani,344.85,42,303
11/23/2025,gjl_agani,328.05,47,281
11/24/2025,gjl_agani,338,36,302
11/25/2025,gjl_agani,351.54,42,310
11/26/2025,gjl_agani,394.97,57,338
11/27/2025,gjl_agani,372.63,39,334
11/28/2025,gjl_agani,339.92,36,304
11/29/2025,gjl_agani,369.09,41,328
11/30/2025,gjl_agani,343.97,35,309
12/01/2025,gjl_agani,343.56,37,307
12/02/2025,gjl_agani,313.99,34,280
12/03/2025,gjl_agani,357.7,38,320
12/04/2025,gjl_agani,361.63,45,317
12/05/2025,gjl_agani,531.67,68,463
12/06/2025,gjl_agani,344.41,38,307
12/07/2025,gjl_agani,308.74,37,272
11/03/2025,gjl_arberia1,320.77,40,281
11/04/2025,gjl_arberia1,411.47,45,366
11/05/2025,gjl_arberia1,323.15,39,284
11/06/2025,gjl_arberia1,382.58,47,335
11/07/2025,gjl_arberia1,338.49,42,297
11/08/2025,gjl_arberia1,368.7,44,325
11/09/2025,gjl_arberia1,407.67,46,362
11/10/2025,gjl_arberia1,346.71,40,307
11/11/2025,gjl_arberia1,349.75,45,305
11/12/2025,gjl_arberia1,345.43,41,305
11/13/2025,gjl_arberia1,336.97,37,300
11/14/2025,gjl_arberia1,343.41,39,305
11/15/2025,gjl_arberia1,353.35,41,312
11/16/2025,gjl_arberia1,303.79,37,267
11/17/2025,gjl_arberia1,370.03,51,319
11/18/2025,gjl_arberia1,517.33,62,456
11/19/2025,gjl_arberia1,375.17,43,332
11/20/2025,gjl_arberia1,428.16,49,379
11/21/2025,gjl_arberia1,384.12,46,338
11/22/2025,gjl_arberia1,334.07,43,291
11/23/2025,gjl_arberia1,312.08,37,275
11/24/2025,gjl_arberia1,367.75,45,323
11/25/2025,gjl_arberia1,373.99,43,331
11/26/2025,gjl_arberia1,361.86,45,317
11/27/2025,gjl_arberia1,341.38,41,301
11/28/2025,gjl_arberia1,347.31,37,310
11/29/2025,gjl_arberia1,347.29,41,307
11/30/2025,gjl_arberia1,306.86,34,273
12/01/2025,gjl_arberia1,306.63,37,270
12/02/2025,gjl_arberia1,297.61,35,262
12/03/2025,gjl_arberia1,326.54,43,283
12/04/2025,gjl_arberia1,313.55,37,277
12/05/2025,gjl_arberia1,591.82,74,518
12/06/2025,gjl_arberia1,372.59,41,332
12/07/2025,gjl_arberia1,385.95,44,342
11/03/2025,gjl_arberia2,336.17,41,295
11/04/2025,gjl_arberia2,368.03,45,323
11/05/2025,gjl_arberia2,360.37,44,316
11/06/2025,gjl_arberia2,340.89,38,303
11/07/2025,gjl_arberia2,340.4,40,300
11/08/2025,gjl_arberia2,413.29,49,364
11/09/2025,gjl_arberia2,393,44,349
11/10/2025,gjl_arberia2,373.69,41,333
11/11/2025,gjl_arberia2,315.35,40,275
11/12/2025,gjl_arberia2,300.34,39,262
11/13/2025,gjl_arberia2,371.99,47,325
11/14/2025,gjl_arberia2,301,38,263
11/15/2025,gjl_arberia2,301.56,34,267
11/16/2025,gjl_arberia2,278.64,33,245
11/17/2025,gjl_arberia2,416.39,50,367
11/18/2025,gjl_arberia2,659.98,71,589
11/19/2025,gjl_arberia2,386.5,42,344
11/20/2025,gjl_arberia2,525.3,60,465
11/21/2025,gjl_arberia2,343.61,38,306
11/22/2025,gjl_arberia2,316.73,38,279
11/23/2025,gjl_arberia2,352.99,53,300
11/24/2025,gjl_arberia2,459.96,67,393
11/25/2025,gjl_arberia2,306.59,39,267
11/26/2025,gjl_arberia2,353.73,46,308
11/27/2025,gjl_arberia2,347.24,40,307
11/28/2025,gjl_arberia2,324.74,42,282
11/29/2025,gjl_arberia2,318.98,37,282
11/30/2025,gjl_arberia2,306.36,37,269
12/01/2025,gjl_arberia2,292.56,35,257
12/02/2025,gjl_arberia2,329.86,40,289
12/03/2025,gjl_arberia2,319.28,43,276
12/04/2025,gjl_arberia2,301.63,38,264
12/05/2025,gjl_arberia2,678.6,86,592
12/06/2025,gjl_arberia2,326.77,38,289
12/07/2025,gjl_arberia2,376.93,47,330
11/03/2025,gjl_dardania,499.41,57,443
11/04/2025,gjl_dardania,493.66,58,436
11/05/2025,gjl_dardania,474.42,54,421
11/06/2025,gjl_dardania,478.06,56,422
11/07/2025,gjl_dardania,485.73,54,431
11/08/2025,gjl_dardania,576.85,63,514
11/09/2025,gjl_dardania,544.17,61,483
11/10/2025,gjl_dardania,505.53,64,442
11/11/2025,gjl_dardania,503.47,59,445
11/12/2025,gjl_dardania,535.78,64,471
11/13/2025,gjl_dardania,475.37,59,416
11/14/2025,gjl_dardania,496.69,59,437
11/15/2025,gjl_dardania,568.25,66,502
11/16/2025,gjl_dardania,382.9,45,338
11/17/2025,gjl_dardania,456.49,51,405
11/18/2025,gjl_dardania,509.8,55,455
11/19/2025,gjl_dardania,482.25,59,423
11/20/2025,gjl_dardania,507.99,57,451
11/21/2025,gjl_dardania,506.39,59,447
11/22/2025,gjl_dardania,591.8,68,524
11/23/2025,gjl_dardania,503.29,56,447
11/24/2025,gjl_dardania,452.46,56,397
11/25/2025,gjl_dardania,331.07,38,293
11/26/2025,gjl_dardania,456.77,55,402
11/27/2025,gjl_dardania,444.37,52,392
11/28/2025,gjl_dardania,503.06,57,446
11/29/2025,gjl_dardania,508.44,63,446
11/30/2025,gjl_dardania,457.88,48,410
12/01/2025,gjl_dardania,491.71,54,438
12/02/2025,gjl_dardania,459.06,52,407
12/03/2025,gjl_dardania,459.22,51,408
12/04/2025,gjl_dardania,469.99,55,415
12/05/2025,gjl_dardania,568.35,63,506
12/06/2025,gjl_dardania,589.07,64,525
12/07/2025,gjl_dardania,482.04,53,429
11/03/2025,gjl_dheu_bardhe,231.32,26,206
11/04/2025,gjl_dheu_bardhe,286.04,33,253
11/05/2025,gjl_dheu_bardhe,235.69,27,208
11/06/2025,gjl_dheu_bardhe,236.95,26,211
11/07/2025,gjl_dheu_bardhe,231.78,25,207
11/08/2025,gjl_dheu_bardhe,218.09,26,192
11/09/2025,gjl_dheu_bardhe,218.53,25,194
11/10/2025,gjl_dheu_bardhe,255.15,29,227
11/11/2025,gjl_dheu_bardhe,203.38,24,180
11/12/2025,gjl_dheu_bardhe,311.91,38,274
11/13/2025,gjl_dheu_bardhe,275,29,246
11/14/2025,gjl_dheu_bardhe,236.01,27,209
11/15/2025,gjl_dheu_bardhe,225.6,24,202
11/16/2025,gjl_dheu_bardhe,227.78,23,205
11/17/2025,gjl_dheu_bardhe,206.37,24,183
11/18/2025,gjl_dheu_bardhe,488.2,51,437
11/19/2025,gjl_dheu_bardhe,293.78,31,263
11/20/2025,gjl_dheu_bardhe,346.95,38,309
11/21/2025,gjl_dheu_bardhe,222.89,24,199
11/22/2025,gjl_dheu_bardhe,205.39,23,182
11/23/2025,gjl_dheu_bardhe,249.46,24,225
11/24/2025,gjl_dheu_bardhe,395.1,43,352
11/25/2025,gjl_dheu_bardhe,208.3,24,184
11/26/2025,gjl_dheu_bardhe,233.08,28,205
11/27/2025,gjl_dheu_bardhe,217.26,25,193
11/28/2025,gjl_dheu_bardhe,207.45,23,184
11/29/2025,gjl_dheu_bardhe,230.48,28,203
11/30/2025,gjl_dheu_bardhe,172.54,21,152
12/01/2025,gjl_dheu_bardhe,188.35,22,166
12/02/2025,gjl_dheu_bardhe,195.09,27,168
12/03/2025,gjl_dheu_bardhe,193.23,25,168
12/04/2025,gjl_dheu_bardhe,217.05,24,193
12/05/2025,gjl_dheu_bardhe,557.42,64,493
12/06/2025,gjl_dheu_bardhe,231.24,27,205
12/07/2025,gjl_dheu_bardhe,195.61,23,173
11/03/2025,gjl_gurthyesi,289.11,33,257
11/04/2025,gjl_gurthyesi,287.13,29,258
11/05/2025,gjl_gurthyesi,281.96,32,250
11/06/2025,gjl_gurthyesi,287.95,30,258
11/07/2025,gjl_gurthyesi,294.76,32,263
11/08/2025,gjl_gurthyesi,306.6,35,271
11/09/2025,gjl_gurthyesi,240.07,26,214
11/10/2025,gjl_gurthyesi,273.13,29,244
11/11/2025,gjl_gurthyesi,287.14,32,255
11/12/2025,gjl_gurthyesi,308.49,32,277
